Beer,Username,Location,Rating,Review,Date
JJJuliusss!,,Connecticut,4.16/5,"Canned on 7/29/22; consumed on 9/2/22

Pours a turbid, dark orange body capped with multiple fingers of dense, fluffy, white foam; excellent head retention leaves a finger of rich cap, a massive, fluffy collar, and myriad spattering of chunky lacing tossed around the walls of the glass.

Aroma highlights mango gummies accented with a slight mustiness hinting toward a boggier overlay of guava peel and tropical compost over time; a dense, bready malt backing remains prevalent as light papaya and melon brings a soft freshness to the back end.

Taste offers mossy mango contrasting tangy orange juice upfront, with lingering guava engaging distant melon over the mid-palate while sweet, boggy-dank sensations flow alongside a lime-pineapple juiciness on the back end.

Mouthfeel shows a medium-full body and a moderate, rounded carbonation soon easing to resoundingly creamy, smooth textures; a juicy twang levels density past the mid-palate to an effortless, pillowy grit lingering on the finish.

A tropical hop smoothie, extensively creamy and leveled with weighty resins in-flux with the rampant saturation; a busy density attenuated to Tree House's usual high standard of NEIPA.","Sep 02, 2022"
JJJuliusss!,,Ohio,4.81/5,"Look - bright orangish thick and creamy with a great white head and sticky lacing
Smell - super tropical citrus scents just jump out at you 
Taste - super juicy but dry somehow. tropical citrus very fruity taste without being bitter at alll
Feel - medium full body with a creamy light carb
Overall - just loved this beer!","Aug 07, 2022"
JJJuliusss!,,Connecticut,4.41/5,"7/31/22 Canned 4/29. Ultimate ripe citrus fruit bomb. Intense. Thick body. Sweet, soft, pillowy. A once in a while brew, not an everyday favorite.","Jul 31, 2022"
JJJuliusss!,,Indiana,4.31/5,"Appearance - The beer poured an unnatural shade of orange with a white head and generous lacing. 

Smell - The nose had an orangey nose with a malty backbone. 

Taste - The beer tasted more like orange juice than beer. It was like Sunny Delight got poured into a bitter IPA. There was a maltiness amid the body. Bitter orange rind lingered in the finish. 

Mouthfeel - The body was thick!

Overall - Based on the description, I was expected the beer to be sweeter.","Jun 24, 2022"
JJJuliusss!,,Pennsylvania,4.44/5,"Tree House Brewing Co. ""JJJuliusss""
16 fl. oz. can coded ""JJJUST GGGREAT 04/29/22 07:48:00"". Sampled on 05/15/22

Notes via stream of consciousness: The can that I have in front of me is labeled JJJuliusss without an exclamation point and the label is white, not orange, but I'm pretty sure this is the same beer. The question is, what is it? I get all of these Julius beers confused. Ahh, this is Julius with extra hops added, first brewed for their 3rd anniversary. It's poured a very cloudy orange body beneath a finger's width of creamy off-white foam. As is the case with all Treehouse beers the head holds up really well and it leaves some very nice lacing about the glass. That hasn't happened yet but I can tell that it will based on experience. The aroma is fruity but also malty. It's sweetish and grainy with notes of orange, peach, and mango. I wish I had a Julius to compare it to but I drank them all! Ha ha! The flavor delivers that sweetish malt and I can taste the oasts in it. It's threaded through with notes of orange, peach, mango, melon, passionfruit, and lime. There's some resin to it, and a touch of pine. It's got a median bitterness but also a lot of acidic ""hop bite"" that balances it and eventually leads to a dry finish where resin and pine linger. In the mouth it's medium bodied but fluffy and smooth due to all of the extra proteins. As expected the head held up well and I now have craggy rings of lacing throughout the entire glass. I honestly can't say how much more aromatic or flavorful this is than the standard Julius but I think I enjoyed it more. I'll have to try to get a hold of more of both to do a side-by-side.
Review #7,971","May 15, 2022"
JJJuliusss!,,Pennsylvania,4.38/5,"Pours a murky dark orange with two fingers of dense yellowed foam head. Great retention and thick rings of lacing.

Big orange in the nose. Hints of passionfruit, plum and gummy bears.

Same lovely mix of tropical fruits and orange citrus in the taste. A little herbal greeness and light pith in the finish creates some great balance that prevents the beer from being sweet.

Very soft, pillowy feel with restrained carbonation.

A top of class NEIPA. Tons of depth among the varied fruit flavors along with good light bitterness for balance.","Feb 21, 2022"
JJJuliusss!,,Germany,4.46/5,"One month old. Can to pint glass.

Look: Pours a full and hazy yellowish orange. Medium thick white head leaving a bit of lacing.

Smell: Orange. Grapefruit. Sweet and dank.

Taste: Ripe citrus fruits. Mostly orange, tangerine and grapefruit. Medium sweetness with a zesty, slightly bitter finish. 

Feel: Full and juicy. Low carbonation. Slightly sharp.

Overall: Typical Tree House IPA which could easily be mistaken for a higher ABV DIPA (which is great). Rather edgy than smooth, but still nicely balanced. Overall a very good brew and a prime example of the style.","Feb 05, 2022"
JJJuliusss!,,Pennsylvania,3.93/5,"16oz can received as a gift from a friend. Purchased directly from the brewery. Canned on 12/7/2021, so this is exactly 4 weeks old.

Look: Pours a very hazy deep, copper-colored orange color. There is a thick, frothy off-white head. Lots of chalky sediment / protein and hop deposits at the bottom of the can.

Smell: The aroma is tons of citrus, vitamins, and green notes. Notes of orange, peach, papaya, and mango. There is a chalkiness as well as a faint creaminess to the nose. Given all the hype about this beer, the nose is underimpressive.

Taste: I suppose that there is some redemption with the flavor on the palate compared to the nose, but I am still underwhelmed. There is definitely a ton of hop flavor here and there is an interesting play between juicy, aromatic, creamy, and bitter elements. Overall, it's much more bitter and chalky than I prefer

Feel: The moutfeel is above average. It looks kind of like orange soda, but feels more like an orange creamsicle. Still, nothing spectacular to me.

Overall: Could it be that I am just not a ""Tree House guy""? I do tend to like NEIPAs from other breweries. Is there just too much hype to live up to? I just don't get it; I have had a few Tree House beers, and by and large they have disappointed me. I will continue to try other Tree House beers, but I am not actively seeking them out.","Jan 04, 2022"
JJJuliusss!,,Illinois,4.53/5,"Orange hazy body with a eggshell white head. Huge citrus but now joined with tropical notes of cantaloupe, mango, lychee and starfruit, contrasted with piney and pithy hops. Cantaloupe, orange, supporting lime, lychee, star fruit, mango, with various tropical background notes, piney and pithy hops contrasts lightly the tidal wave of juice. Feel is creamy, hazy, thicker, decently hoppy, and fully juicy. Delicious juice bomb with artful definition","Dec 29, 2021"
JJJuliusss!,,Massachusetts,4.87/5,"“Mom? This box is meowing” 12/21/21
I’m truly blown away by this beer. Obviously with all the other Julius variations, expectations were high and one would think there’s no way to improve them. But…this is such a massive tropical juice bomb that I feel lucky to even be able to enjoy a few cans. Absolute madness!","Dec 24, 2021"
JJJuliusss!,,New Jersey,4.25/5,"16 ounce can in a classic IPA tulip glass. It’s two weeks old.

Dense and thick looking apricot juice. The 1f white cap is dense, fluffy, and lasting. Heavy lacing.

I get the oh, mango, and sweet melon aromas.

Citrus, melon, and mango juice mix. Peach works its way in as well.

Medium bodied and very juicy. Citrus hop bitterness. Fresh juice feel finish.

As juicy as it is, still checks in as good brew.","Nov 27, 2021"
JJJuliusss!,,Texas,4.9/5,"#74, yummy!","Sep 05, 2021"
JJJuliusss!,,Arizona,4.85/5,such a good beer but not quite as good as the King Julius,"Sep 03, 2021"
JJJuliusss!,,Pennsylvania,4.5/5,"Poured from a 16 oz can into a Dogfish Head tulip. 

L: Vibrant bright medium golden pour. Thick and opaque... with foamy head that leaves a huge ring of lacing.

S: Orange juice and citrus plus tropical fruit.

T.F: Orange juice, mango, peach, and tropical fruit. Big time juice... a bit of cream... hops galore and again loads of citrus. Medium bodied... creamy and smooth... an orange julius in hop form. Modest bitterness.

O: A stupid good beer... elite in every sense of the word. Delicious stuff and one to seek out.","Jul 20, 2021"
JJJuliusss!,,New York,4.68/5,"This one pours a very hazy golden yellow color, with a small head, and lots of lacing.

This smells like sweet orange, dank hops, pine, mango, grapefruit, and pineapple.

This really is as good as it gets for NE-style IPA. It's so saturated with delicious hop character, with no burn, and a pleasant light bitterness on the back end. 

This is creamy, rich, and super drinkable. There's so much flavor, but it drinks light and breezy due to the lower ABV.

This is truly tremendous. With the glut of NE-style IPAs out there, it's easy to get burnt out and tired of this style. However, every so often, a truly phenomenal version comes along and reminds you of why so many people are obsessed with the style.","Jul 16, 2021"
